191,7,3
191,3,3
189,6,2
189,3,2
391,9,2
391,6,3
391,7,1
391,3,3
584,3,2
584,5,2
584,6,2
584,10,1
584,11,2
289,6,2
289,10,2
289,3,3
431,6,2
431,10,1
431,3,2
40,6,3
40,3,3
259,10,1
259,3,1
130,10,2
130,6,2
130,2,1
447,10,2
447,6,3
447,3,3
240,6,3
240,10,2
240,3,3
145,9,2
145,1,2
145,3,3
225,6,3
225,10,1
225,3,2
296,6,3
296,10,3
296,3,3
180,9,3
180,6,2
180,2,2
180,8,2
450,6,2
450,10,2
450,3,3
590,6,2
590,10,3
590,3,2
480,6,2
480,10,2
480,3,2
266,9,2
266,10,1
266,3,2
398,6,3
398,10,3
398,3,3
464,3,3
464,6,3
464,7,1
464,9,3
464,11,2
153,6,3
153,10,1
153,3,3
540,6,3
540,10,3
540,3,3
585,6,4
585,10,3
585,3,4
477,6,2
477,10,1
477,1,2
477,3,2
617,6,2
617,2,1
617,3,2
474,0,2
474,2,2
474,3,3
474,6,3
474,8,2
474,9,2
334,9,2
334,6,3
334,10,3
440,6,3
440,2,2
440,3,3
31,10,1
31,2,2
31,8,2
31,3,2
108,6,3
108,2,2
108,3,3
71,0,1
71,3,2
71,8,1
71,10,1
71,1,2
202,9,2
202,6,3
202,3,3
7,6,2
7,10,1
7,3,2
412,6,1
412,10,1
412,3,1
515,0,1
515,3,3
515,4,1
515,6,3
515,7,1
515,10,1
515,1,2
175,6,3
175,10,3
175,3,3
539,9,1
539,7,1
539,3,1
419,9,4
419,7,2
419,3,5
72,9,2
72,6,2
72,3,2
62,10,2
62,2,1
62,3,2
503,9,2
503,6,3
503,3,3
425,9,2
425,6,2
425,3,2
115,9,3
115,10,2
115,3,3
446,9,1
446,3,1
237,9,2
237,1,2
237,3,2
258,9,3
258,10,1
258,3,3
359,6,2
359,10,1
359,3,2
330,6,3
330,10,2
330,3,3
188,9,2
188,6,2
188,2,2
188,3,3
542,9,2
542,6,2
542,3,2
448,9,1
448,3,1
530,2,1
530,3,2
530,9,3
530,10,1
530,1,1
434,9,3
434,10,2
434,3,2
322,6,3
322,10,1
322,3,3
483,6,1
483,10,2
483,3,3
402,9,2
402,10,2
402,3,1
357,10,1
357,6,2
357,2,1
357,3,2
494,6,2
494,10,3
494,3,2
74,6,3
74,10,4
74,3,3
219,6,1
219,10,2
219,3,1
565,6,2
565,3,3
476,2,2
476,6,3
476,8,1
476,9,2
476,10,1
147,6,3
147,3,3
265,5,1
265,6,2
265,3,3
347,0,2
347,2,2
347,4,2
347,6,2
347,9,1
347,1,2
48,6,3
48,10,1
48,3,3
390,9,1
390,6,1
390,3,2
361,9,2
361,6,1
361,3,1
436,0,1
436,2,3
436,3,3
436,6,3
436,8,3
469,6,1
469,10,3
469,3,2
65,2,3
65,3,3
65,6,3
65,8,3
65,11,1
89,9,1
89,6,2
89,3,2
548,9,2
548,6,2
548,1,1
548,3,2
604,6,3
604,10,2
604,3,3
272,9,2
272,6,2
272,3,2
489,6,3
489,3,3
22,6,2
22,10,1
22,3,2
70,9,3
70,2,2
70,1,3
70,3,2
600,6,4
600,10,2
600,3,4
521,9,1
521,6,1
521,2,1
521,11,1
73,9,3
73,1,2
73,3,2
619,6,1
619,2,1
619,3,1
592,9,1
592,1,1
592,3,1
468,6,4
468,10,3
468,3,4
560,6,3
560,3,3
106,6,3
106,10,2
106,3,3
395,3,4
395,4,4
395,6,4
395,8,2
395,9,2
395,10,1
395,1,3
376,6,4
376,10,3
376,3,3
411,6,2
411,3,2
435,9,3
435,6,2
435,3,2
352,6,2
352,2,1
352,3,2
84,6,4
84,10,4
84,3,4
59,9,3
59,6,2
59,3,2
94,9,1
94,6,1
94,3,1
302,0,2
302,6,2
302,3,3
622,6,3
622,10,2
622,3,3
375,6,2
375,10,2
375,3,3
575,9,3
575,6,2
575,3,2
20,1,2
20,2,2
20,3,2
20,6,2
20,9,2
295,0,2
295,2,3
295,6,4
295,7,1
295,8,3
295,9,2
295,10,3
396,6,2
396,10,1
396,3,2
339,0,1
339,10,1
339,3,2
369,6,1
369,3,1
286,10,1
286,7,1
286,3,2
537,10,2
537,6,3
537,2,1
537,8,3
218,3,2
218,4,1
218,6,1
218,9,2
218,10,1
228,9,3
228,6,3
228,1,2
458,2,2
458,3,2
458,6,2
458,8,2
458,10,1
403,9,3
403,6,2
403,3,2
34,6,3
34,10,3
34,3,3
623,6,3
623,10,2
623,3,3
496,10,1
496,2,2
496,3,2
497,9,3
497,6,3
497,1,3
38,6,3
38,2,3
38,3,3
340,6,2
340,3,2
314,6,2
314,2,2
314,10,2
314,3,2
407,6,1
407,10,1
407,3,1
350,6,3
350,8,2
350,3,3
443,6,4
443,10,2
443,3,3
599,3,3
599,6,3
599,9,2
599,10,1
599,1,2
559,10,1
559,6,2
559,2,1
284,0,3
284,2,2
284,3,3
284,6,3
284,8,2
490,6,2
490,10,2
490,3,2
381,9,3
381,6,3
381,10,1
381,1,3
342,6,3
342,2,1
342,3,3
298,6,3
298,10,2
298,3,3
299,2,2
299,3,4
299,8,2
299,9,3
299,1,1
262,6,3
262,10,3
262,3,3
507,9,2
507,6,3
507,3,3
507,7,1
336,9,2
336,6,2
336,3,2
533,2,1
533,3,2
533,11,1
506,9,3
506,10,2
506,1,3
506,3,2
409,6,2
409,10,2
409,3,2
520,4,1
520,2,1
520,3,1
156,6,4
156,10,3
156,3,4
580,9,3
580,1,3
580,3,2
26,6,2
26,7,2
26,3,2
432,9,2
432,2,2
432,10,1
432,3,3
288,0,1
288,3,3
288,6,3
288,8,3
288,1,2
18,9,3
18,6,13
18,10,1
179,4,1
179,0,2
179,6,2
358,0,2
358,6,1
358,10,2
532,6,3
532,10,2
532,3,3
422,6,3
422,10,3
422,3,3
250,0,2
250,2,4
250,3,4
250,6,3
250,7,2
250,8,3
250,9,4
399,2,2
399,5,2
399,6,3
399,8,3
399,9,1
270,9,2
270,6,2
270,3,2
567,10,1
567,6,3
567,3,2
318,6,4
318,10,2
318,3,5
170,9,2
170,6,2
170,2,1
170,10,1
370,6,2
370,2,2
370,3,2
598,2,1
598,3,3
598,6,2
598,9,3
598,1,2
166,6,3
166,10,3
166,3,3
236,2,4
236,3,3
236,4,3
236,6,3
236,8,3
236,9,3
236,1,4
88,0,1
88,2,2
88,4,1
88,6,3
88,7,2
88,10,1
88,11,2
220,9,4
220,6,3
220,3,2
222,9,3
222,6,3
222,3,4
297,9,2
297,6,1
297,10,1
254,6,3
254,2,2
254,3,3
470,9,1
470,2,2
470,10,2
470,3,2
456,6,2
456,10,1
456,3,2
164,2,2
164,3,2
164,5,1
164,6,2
164,8,2
595,6,1
595,10,1
595,3,2
602,9,2
602,6,2
602,3,2
122,2,2
122,3,4
122,6,4
122,8,2
122,10,2
122,1,1
466,6,3
466,10,3
466,3,3
321,9,1
321,6,3
321,10,1
321,1,1
275,4,1
275,9,2
275,6,3
275,10,1
424,0,2
424,6,2
424,10,1
315,9,3
315,2,2
315,10,1
315,3,3
568,6,4
568,10,3
568,3,4
610,6,3
610,10,1
610,1,2
610,3,3
282,6,2
282,7,1
282,3,2
214,9,1
214,6,3
214,3,3
260,9,2
260,6,2
260,3,2
93,6,2
93,10,1
93,3,2
609,9,2
609,6,2
609,2,1
193,9,1
193,6,1
193,3,1
187,5,2
187,6,2
187,3,2
441,0,1
441,3,4
441,9,2
441,10,1
441,1,2
509,6,3
509,10,1
509,3,3
27,7,1
27,6,3
27,3,3
123,9,3
123,6,3
123,3,3
199,9,3
199,6,3
199,3,3
273,9,2
273,6,2
273,1,1
413,2,2
413,3,3
413,6,3
413,7,1
413,1,2
268,9,2
268,6,2
268,1,2
268,3,2
551,6,2
551,10,1
551,3,2
346,6,4
346,10,3
346,3,4
554,6,3
554,10,3
554,3,3
605,9,1
605,2,1
605,10,1
605,3,1
541,9,1
541,6,2
541,3,2
19,4,1
19,9,1
19,3,2
19,0,2
531,9,2
531,1,2
531,6,3
531,3,3
203,6,4
203,10,3
203,3,4
356,2,2
356,4,1
356,6,4
356,9,1
356,1,1
510,9,3
510,6,2
510,3,2
607,9,4
607,6,3
607,7,1
405,6,2
405,10,1
405,3,2
348,6,2
348,10,1
348,3,2
221,9,3
221,6,1
221,10,2
221,7,1
558,10,1
558,3,1
29,6,1
29,2,1
29,3,1
3,9,2
3,6,3
3,10,1
3,3,3
601,9,3
601,6,1
601,3,1
90,9,3
90,6,2
90,10,2
90,7,1
519,2,1
519,3,1
285,9,1
285,6,3
285,10,2
285,3,3
96,6,3
96,10,3
96,3,3
23,6,3
23,10,3
23,3,3
15,0,2
15,10,1
15,6,1
15,2,1
312,6,2
312,10,2
312,3,2
213,9,3
213,6,1
213,3,1
502,6,2
502,2,2
502,3,2
132,9,4
132,10,2
132,3,3
587,9,1
587,6,2
587,3,2
229,6,2
229,3,2
363,9,2
363,6,2
363,8,2
363,3,2
14,2,2
14,3,2
14,6,3
14,9,2
14,1,2
445,10,1
365,6,2
365,10,1
365,3,2
165,6,2
165,10,3
165,3,2
451,9,2
451,6,4
451,10,2
451,1,3
281,6,2
281,3,2
146,9,2
146,6,3
146,3,1
528,3,3
528,6,3
528,8,3
528,9,3
528,10,2
269,10,1
269,6,3
269,7,1
300,6,3
300,10,1
300,3,12
274,6,2
274,10,1
274,3,2
383,9,3
383,2,1
383,10,1
383,3,2
293,9,1
293,6,2
293,1,1
293,3,2
454,6,3
454,2,2
454,3,3
103,3,2
103,4,1
103,6,3
103,9,3
103,10,1
230,2,1
230,3,2
230,6,3
230,9,2
230,10,1
230,1,1
439,9,2
439,6,1
439,2,2
439,1,3
91,3,2
91,5,1
91,6,2
91,10,1
91,1,2
578,9,2
578,6,4
578,10,3
177,6,3
177,3,3
362,10,1
362,6,2
362,3,2
152,2,1
152,6,3
152,7,2
152,3,3
255,9,3
255,6,1
255,3,1
116,0,1
116,2,1
116,3,2
116,5,1
116,6,2
116,10,1
116,11,1
158,6,2
158,10,2
158,3,2
397,6,4
397,1,3
397,3,3
200,10,1
200,2,2
200,8,2
200,3,3
366,6,3
366,3,2
366,11,1
49,7,1
49,3,1
49,11,1
30,6,2
30,3,2
30,11,2
261,10,1
261,6,3
261,3,3
50,9,1
50,6,2
50,10,3
215,0,1
215,6,1
215,3,2
535,9,2
535,6,2
535,3,2
128,2,2
128,3,3
128,5,1
128,8,2
128,10,1
198,6,1
198,10,1
198,3,1
343,10,2
343,6,4
343,2,2
246,2,1
246,3,2
246,6,2
246,9,2
246,10,1
442,9,1
442,6,3
442,3,3
329,6,2
329,3,1
572,10,1
572,6,1
572,7,2
572,3,1
195,10,1
195,6,2
195,7,2
154,9,2
154,6,5
154,10,2
154,3,4
235,6,2
235,10,1
235,3,2
406,0,2
406,6,2
406,3,3
52,10,2
52,6,4
52,2,2
316,6,1
316,10,2
316,3,2
68,6,2
68,10,2
68,3,2
444,6,3
444,10,3
444,3,3
238,3,3
238,5,1
238,6,3
238,1,1
238,11,1
210,9,4
210,6,3
210,3,2
544,6,3
544,10,3
544,3,3
360,2,2
360,8,2
360,3,2
92,9,4
92,6,3
92,10,2
394,9,3
394,6,3
394,3,3
137,6,3
137,2,2
137,3,3
99,6,3
99,7,2
99,3,3
256,6,3
256,10,3
256,3,3
294,9,2
294,6,2
294,1,2
504,9,1
504,10,1
504,3,2
114,3,3
114,5,1
114,6,3
114,10,3
114,11,3
505,6,2
505,10,3
505,3,2
310,6,3
310,10,2
310,3,2
129,6,3
129,8,2
129,3,3
66,6,2
66,10,2
66,3,2
107,6,1
107,2,1
107,3,1
491,6,2
491,10,3
491,3,2
42,2,1
42,3,2
42,4,3
42,6,2
42,10,1
387,6,3
387,10,1
387,3,3
482,9,2
482,6,3
482,3,2
304,9,1
304,6,2
304,3,2
13,6,3
13,10,3
13,3,3
430,2,2
430,3,3
430,5,1
430,6,4
430,8,1
223,9,1
223,6,2
223,3,2
223,7,1
140,0,2
140,6,2
140,3,2
615,6,3
615,10,2
615,3,3
35,9,1
35,6,1
35,3,1
5,6,4
5,10,3
5,3,4
227,6,2
227,10,2
227,3,2
499,4,2
499,10,1
499,3,2
57,9,2
57,6,2
57,3,2
33,5,1
33,10,3
33,6,2
41,0,1
41,2,3
41,3,3
41,8,1
41,10,2
41,11,1
410,10,1
410,6,2
410,3,2
303,6,2
303,10,2
303,3,2
378,6,3
378,10,3
378,3,2
543,6,2
543,2,2
543,3,2
438,6,3
438,10,3
438,3,3
437,9,4
437,10,2
437,3,3
109,10,1
109,2,2
109,3,4
583,0,2
583,2,3
583,3,4
583,7,2
583,9,2
583,1,2
522,6,4
522,1,4
522,3,5
486,9,1
486,6,1
486,3,1
61,9,2
61,6,2
61,3,2
232,9,1
232,3,1
564,9,2
564,6,2
564,2,2
564,10,1
216,10,3
511,6,3
511,7,2
511,3,3
81,9,1
81,1,2
81,3,2
498,6,2
498,2,1
498,3,2
176,2,2
176,3,3
176,6,2
176,8,2
176,9,2
355,10,3
355,7,1
355,1,3
355,3,3
64,9,2
64,2,3
64,3,2
64,7,2
263,6,2
263,2,2
263,3,2
512,0,1
512,2,2
512,6,2
512,9,2
512,10,2
82,9,2
82,6,3
82,3,3
495,6,3
495,2,1
495,3,3
217,6,2
217,3,2
338,6,1
338,10,2
338,3,1
144,6,1
144,3,2
144,11,1
100,6,1
100,10,1
100,3,1
290,6,2
290,10,2
290,3,2
85,6,3
85,10,2
85,3,3
148,10,1
148,6,2
148,2,2
621,6,2
621,10,1
621,3,2
325,3,4
325,7,1
325,9,1
325,10,1
325,1,1
6,6,4
6,2,2
6,3,4
45,6,2
45,10,1
45,3,3
149,9,2
149,1,3
149,3,2
353,9,3
353,6,2
353,3,2
611,9,3
611,10,1
611,3,2
546,9,1
546,6,1
546,3,1
60,9,2
60,6,2
60,3,2
455,6,3
455,10,3
455,3,3
549,9,3
549,1,3
549,3,2
291,6,2
291,2,2
291,1,1
233,6,3
233,10,3
233,3,3
579,9,1
579,6,1
579,10,2
224,10,1
224,2,1
224,3,2
513,6,2
513,10,1
513,3,1
127,6,3
127,10,3
127,3,3
25,9,1
25,6,1
25,3,1
492,2,2
492,3,2
492,6,2
492,9,2
492,11,1
287,6,1
287,10,2
287,3,2
119,4,1
119,0,2
119,6,2
119,2,1
472,6,2
472,10,2
472,3,3
327,9,3
327,6,2
327,3,2
160,2,1
160,6,2
160,8,1
160,9,3
160,10,2
420,6,3
420,10,4
420,3,3
427,6,3
427,10,1
427,3,3
481,10,2
481,1,2
481,3,4
118,4,2
118,6,3
118,10,3
317,6,2
317,10,2
317,3,2
379,6,3
379,10,2
379,3,3
39,9,2
39,2,2
39,6,2
39,3,2
76,6,2
76,2,2
76,3,3
608,3,4
608,6,4
608,7,2
608,1,3
608,9,1
608,10,1
77,5,1
77,2,2
77,6,1
326,6,3
326,3,3
416,6,3
416,10,2
416,3,3
459,6,2
459,2,1
459,3,2
36,9,2
36,6,2
36,3,2
582,9,3
582,6,2
582,1,2
582,3,2
341,9,2
341,6,2
341,3,2
184,9,2
184,6,2
184,2,1
184,3,2
174,6,1
174,10,1
174,3,2
239,2,3
239,6,4
239,8,2
239,10,2
239,1,1
206,6,3
206,3,3
267,9,2
267,6,3
267,3,3
538,3,2
538,6,2
538,7,2
538,8,2
538,11,1
392,6,3
392,10,2
392,3,3
277,9,3
277,6,3
277,10,1
4,6,3
4,10,3
4,3,3
141,10,1
141,6,2
141,3,2
616,10,2
616,6,3
616,7,1
136,9,2
136,6,2
136,2,2
136,10,2
552,6,2
552,10,2
552,3,2
335,9,1
335,6,1
335,3,1
421,4,1
421,6,2
421,10,2
163,0,1
163,6,2
163,2,1
163,3,1
201,6,3
201,10,2
201,3,3
56,9,2
56,2,2
56,10,2
56,3,2
377,6,1
377,2,1
377,3,2
414,9,1
414,1,2
414,6,3
414,3,3
87,6,3
87,2,1
87,3,3
333,6,3
333,10,2
333,3,3
364,9,3
364,7,1
364,3,3
168,6,2
168,10,3
168,3,2
95,9,1
95,1,1
95,3,2
372,9,2
372,10,2
372,3,2
426,6,3
426,10,3
426,3,3
12,0,2
12,6,2
12,10,1
185,6,3
185,3,3
242,9,2
242,6,2
242,3,2
63,10,1
452,6,3
452,2,3
452,3,3
323,6,3
323,10,3
323,3,3
192,6,3
192,10,4
192,3,3
244,9,1
244,6,1
244,3,1
105,6,2
105,3,2
393,9,1
393,2,1
393,3,1
257,6,2
257,10,2
257,3,2
196,4,1
196,9,1
196,6,2
319,9,3
319,6,3
319,10,2
624,2,2
624,3,2
624,5,2
624,6,2
624,7,2
614,6,1
614,10,1
614,3,1
83,2,2
83,3,2
83,6,2
83,9,2
83,10,1
591,9,2
591,6,4
591,10,3
487,6,1
487,7,1
487,3,1
389,9,3
389,6,3
389,10,1
389,3,3
17,6,3
17,3,3
209,9,2
209,6,3
209,3,3
345,5,1
345,6,1
345,3,2
514,2,2
514,3,2
514,6,2
514,7,1
514,9,2
112,9,1
112,6,2
112,3,2
557,1,3
557,2,2
557,3,3
557,6,3
557,8,2
557,9,3
557,10,1
349,10,1
349,2,2
349,3,2
415,6,3
415,1,2
415,3,3
594,7,1
594,6,1
594,2,1
594,3,2
475,6,3
475,8,3
475,3,3
529,6,1
529,10,1
529,3,1
337,6,3
337,2,3
337,8,2
337,3,3
292,6,1
292,10,3
292,3,2
577,0,2
577,2,2
577,3,4
577,6,3
577,7,1
577,8,2
577,9,3
485,4,2
485,10,1
485,3,3
245,3,3
245,7,2
245,9,3
245,10,2
245,11,1
612,9,1
612,6,1
612,3,1
205,9,2
205,10,1
205,3,2
16,6,2
16,10,2
16,3,2
493,9,2
493,6,3
493,10,1
493,3,3
534,9,2
534,10,2
534,3,3
126,6,3
126,10,3
126,3,4
208,4,1
208,6,1
208,8,1
208,3,1
618,0,2
618,6,2
618,3,2
371,9,1
371,6,1
371,10,1
371,3,1
308,6,2
308,10,3
308,3,3
465,6,3
465,10,1
465,3,3
368,9,2
368,6,3
368,3,3
596,9,3
596,6,3
596,3,2
143,9,2
143,6,2
143,3,2
556,10,2
556,6,2
556,3,2
111,0,1
111,3,2
111,6,2
111,9,1
111,10,1
613,9,2
613,2,2
613,3,2
133,6,3
133,3,3
573,6,4
573,10,3
573,3,3
550,9,2
550,1,2
550,5,2
550,6,2
173,3,4
173,8,2
173,9,2
173,10,1
173,1,2
243,4,3
243,6,3
243,3,2
279,6,2
279,10,1
279,3,2
37,5,1
37,6,2
37,3,2
37,8,1
51,6,2
51,10,3
51,3,2
311,9,2
311,6,3
311,3,3
516,6,3
516,8,2
516,3,3
382,6,2
382,2,2
382,3,2
313,9,1
313,6,3
313,1,1
313,3,3
276,10,2
276,6,3
276,2,2
10,9,2
10,6,3
10,3,3
328,9,2
328,6,2
328,1,2
328,3,2
517,6,3
517,10,1
517,3,3
589,9,2
589,6,2
589,2,2
589,3,3
400,9,2
400,6,4
400,3,3
79,6,3
79,10,4
79,3,3
53,10,3
53,7,4
53,3,4
429,9,2
429,6,2
429,10,1
429,3,2
207,6,3
207,10,3
207,3,2
526,10,1
526,6,2
526,7,3
161,6,4
161,10,3
161,3,4
523,10,1
523,6,3
523,2,1
523,3,3
408,6,5
408,10,1
408,3,5
182,6,2
182,10,3
182,3,2
211,9,2
211,6,3
211,10,2
211,3,3
43,6,3
43,10,3
43,3,3
253,9,2
253,6,2
253,3,2
500,2,2
500,8,3
500,3,3
